Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
0.6113776559287183,0.0,0.1678082191780822,0.03245106844803712,0.5555555555555556,0.875,0.6642335766423368,0.8833333333333329,0.0,0.11746987951807229,0.0,0.16952054794520546,0.17332242225859248,0.16842588343276732,0.0,0.0,0.13828183873398645,0.0,0.5,0.3333333333333333,0.0,0.375,0.0,0.33333333333333337,0.0,0.5727272727272705,0.25,0.1861777150916784,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.16608804332731564
0.7573680603152845,0.2352941176470588,0.2636986301369863,0.05042382395868418,0.7777777777777777,0.5,0.89051094890511,0.75,0.22625,0.18284904323175052,0.0,0.18450342465753425,0.23944353518821607,0.26755392381826526,0.5433414043583535,0.0,0.4310474755086662,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.0,0.5833333333333334,0.6666666666666666,0.8545454545454518,0.5,0.5021156558533145,0.25271739130434784,0.06118546845124283,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.4028607137897514
0.28307059629883485,0.05882352941176469,0.11986301369863013,0.035005239324875564,0.4444444444444445,0.625,0.4014598540145986,0.0,0.0,0.0,0.0,0.43150684931506844,0.16497545008183306,0.15924736117485086,0.0,0.0,0.13074604370761114,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0.24999999999999997,0.3333333333333333,0.24545454545454248,0.5,0.2538787023977433,0.0,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.1818181818181818,1.0,0.11123455075683934
0.3577793008910213,0.17647058823529413,0.09931506849315068,0.016480483514838516,0.5555555555555556,0.75,0.547445255474452,0.0,0.0,0.07069454287739192,0.0,0.2589897260273972,0.16432078559738136,0.15374024782010096,0.3196125907990315,0.0,0.25056518462697813,0.0,0.0,0.6666666666666666,0.0,0.375,0.0,0.41666666666666663,0.6666666666666666,0.45454545454545325,0.5,0.29619181946403383,0.0,0.04588910133843212,0.10909090909090909,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.17233717539230664
0.7100753941055518,0.0,0.2328767123287671,0.05342707982485685,0.8888888888888888,0.5,0.985401459854014,0.9666666666666686,0.043750000000000004,0.18107725017717932,0.0,0.2559931506849315,0.265139116202946,0.2950894905920147,0.0,0.0,0.24227581009796534,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.0,0.33333333333333337,0.3333333333333333,0.9818181818181806,0.75,0.6431593794076164,0.30978260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.75,0.3896681016525483
0.4208361891706649,0.9411764705882353,0.0,6.54915609445755e-05,0.3333333333333333,0.625,0.7299270072992705,0.36666666666666714,0.0,0.026576895818568393,0.3256445047489823,0.0,0.10310965630114567,0.06792106470858192,0.0,0.0,0.055764883195177084,0.3333333333333333,0.0,0.3333333333333333,0.0,0.125,0.0,0.08333333333333334,0.0,,0.0,0.0,0.13043478260869565,0.04588910133843212,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,0.056381058186363006
0.14941740918437285,0.17647058823529413,,0.0663476292054938,0.6666666666666665,1.0,0.48905109489051135,0.93333333333333,0.195,0.06041814316087881,0.0,0.1956335616438356,0.13060556464811784,0.18425883432767323,0.3956416464891041,0.0,0.30519969856819895,0.0,0.5,0.3333333333333333,0.5,0.375,0.0,0.5,0.6666666666666666,0.35454545454545183,0.5,0.3039492242595204,0.0,0.22753346080305928,0.45454545454545453,0.0,0.0,0.0,0.0,0.36363636363636365,0.5,0.3841133175947785
0.7950651130911583,0.8235294117647058,0.010273972602739725,0.0037564088170352903,0.5555555555555556,0.5,0.7737226277372269,0.46666666666666856,0.0,0.055102763997165134,0.0,0.2328767123287671,0.13993453355155483,0.1195502524093621,0.2910411622276029,0.0,0.2113790504898267,0.0,0.0,0.6666666666666666,0.5,0.375,0.0,0.41666666666666663,0.3333333333333333,0.7090909090909072,0.5,0.31029619181946405,0.035326086956521736,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,1.0,0.15428412720455492
0.4448252227553119,0.9411764705882353,0.0,0.002147187605254294,0.3333333333333333,0.625,0.7153284671532845,0.3333333333333357,0.0,0.02321048901488306,0.33853459972862954,0.0,0.10310965630114567,0.06792106470858192,0.0,0.0,0.055764883195177084,0.3333333333333333,0.0,0.3333333333333333,0.0,0.125,0.0,0.08333333333333334,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.25,0.06887932231634496
0.6079506511309116,0.17647058823529413,0.13013698630136983,0.07011807192844578,0.4444444444444445,0.75,0.6058394160583944,0.0833333333333357,0.0,0.0,0.0,0.34931506849315064,0.1335515548281506,0.1234511243689766,0.2523002421307506,0.0,0.19951017332328563,0.0,0.0,0.3333333333333333,0.5,0.375,0.0,0.5,0.0,0.5,0.25,0.21156558533145275,0.1644021739130435,0.0,0.0,0.0,0.6463414634146342,0.0,0.0,0.2727272727272727,0.5,0.13970281905290932
